district,state,crop,year,season,rainfall_mm,temperature_avg_c,soil_type,irrigation_pct,fertilizer_kg_per_ha,msp_inr_per_quintal,yield_kg_per_ha,rainfall_yield_ratio,fertilizer_efficiency,msp_normalized
28,12,0,2022,0,0.3038795363404811,1.0122670068043291,4,0.31802798816651456,-0.7456047640993341,0.37614544376599773,1803.0,0.629601,14.7184,0.857244
12,11,0,2014,0,-1.197917174717385,3.8015940784199755,0,-0.4619020032267043,0.326677665921228,-0.8560239687465079,1500.0,0.29567,7.5188,0.873698
7,0,0,2012,0,0.28673474729805776,0.001641256218950277,4,0.38393756490396946,1.238814018730927,-1.055345491358825,2231.2,0.505286,8.4196,0.882044
9,15,1,2016,0,2.3128581713495375,-0.1600588638747112,0,0.13128418741039147,0.09272513573492339,0.8472690426678381,40000.0,0.051536,218.9381,1.30393
6,14,2,2018,1,0.03477145516826228,0.3654665264296861,0,-0.7639875632733736,-1.4460697800738052,-0.1765187780226996,1800.0,0.561799,24.9307,0.834298
11,7,1,2015,0,-0.20438750084124171,0.7697168266638376,1,-0.4838718621391893,-0.7734562557881799,0.48486627428180706,40000.0,0.022539,331.9502,1.276088
24,10,0,2021,0,-0.512993703604867,1.295242216968235,0,1.1309127679284607,0.6901396324606652,0.19494405957298222,2126.9,0.356878,9.4277,0.862338
15,8,0,2017,0,0.4850934458395155,2.103742817436538,4,-1.219862135707438,-0.9433503550901391,-0.5117413387797783,1547.0,0.787661,14.2844,0.820111
0,4,2,2021,1,-0.9552858563701748,0.8101418566872534,2,0.5706813656600922,-0.6912943553060847,0.25836454404053766,1800.0,0.308495,14.2405,0.877896
28,12,1,2015,2,0.720563016865207,0.8909919167340834,0,1.202314809394037,1.4546630793194817,0.48486627428180706,54479.5,0.024372,194.2228,1.276088
26,8,2,2010,1,0.10204847546131698,-0.5643091641088627,1,-0.4289472148579767,-0.7720636812037377,-1.3271475676483482,1800.0,0.579012,14.9254,0.930273
4,12,0,2010,0,0.3488032240845532,1.4165173070384807,4,0.6420834071256684,-0.6258433498372974,-1.5083489518413637,2009.8,0.575144,15.3303,0.845703
26,8,2,2017,1,1.2158086952805323,0.20376640633602605,4,-0.11038426062694384,1.7178596757790738,-0.37584030063501667,1800.0,0.863964,6.012,0.859794
21,6,1,2014,2,0.4974637366675934,-0.11963383385129547,3,-0.5992136214297358,0.46732769894989906,0.12246350589577602,40000.0,0.030624,190.8397,1.220607
19,14,1,2011,2,0.35553092611385845,-0.4834591040620313,0,1.619742128731253,0.7430574666694723,-0.6929427229727938,46587.0,0.024891,203.082,1.197722
19,14,2,2017,1,-0.8749874773107225,1.0931170668511592,0,1.1034504442878545,-1.5727940672580534,-0.37584030063501667,1800.0,0.329039,28.5261,0.859794
26,8,1,2022,0,0.2591728712425159,1.0122670068043291,1,-0.18727876682064137,0.0787993898905005,2.2062794241154546,46683.1,0.023888,256.9241,1.281663
1,10,2,2012,1,-0.7350078705719474,-0.2409089239215412,0,1.9547824771466495,-1.5811495147647072,-0.9919250068912695,2158.5,0.304283,34.536,0.906741
23,8,1,2015,0,0.6326688451920226,1.376092277015065,4,-0.3136054555674302,-0.37657249922212765,0.48486627428180706,41282.7,0.031182,277.0651,1.276088
5,9,1,2022,2,1.3607798228797598,-0.1600588638747112,3,-0.3795150323048854,1.4435224826439432,2.2062794241154546,40000.0,0.040569,143.0104,1.281663
1,10,0,2012,0,-0.7925188717902037,0.4867416164999318,0,2.108571489534045,-0.9405652059212545,-1.055345491358825,2288.3,0.275455,21.0903,0.882044
3,6,0,2013,0,0.5955579727077894,0.5675916765467618,1,-0.3300828497517942,-1.4196108629694018,-0.9466246608430156,2082.1,0.609764,28.0985,0.884193
3,6,2,2023,1,0.8674873482793943,-0.4834591040620313,3,-0.3410677792080365,-0.8180186424903331,0.5301666203300609,1800.0,0.774847,15.3453,0.863103
25,2,1,2013,2,0.41391001791654164,0.12291634628919602,0,0.05438968121669393,0.9561213780891422,-0.05873787829723951,46762.4,0.025372,191.1009,1.214921
2,15,1,2012,0,0.8438318798537716,-0.07920880382787975,0,-0.055459613345731254,1.5799947919192876,-0.23993926249025505,47738.9,0.029003,164.9012,1.19958
0,4,2,2013,1,-0.4682870385069015,0.6080167065701776,1,-0.2751582024705816,1.1482966707421782,-0.8741441071658094,1800.0,0.433093,6.9632,0.911191
25,2,1,2013,2,0.6211666449483715,0.4867416164999318,0,0.5542039714757285,0.23059001959471,-0.05873787829723951,51771.1,0.024762,268.8011,1.214921
7,0,0,2014,0,-0.7612676107508494,0.04206628624236457,1,-0.14333904899567146,0.7820495550338561,-0.8560239687465079,1873.5,0.344092,8.0685,0.873698
23,8,2,2016,1,1.2833027382196935,0.12291634628919602,4,-1.472515513201016,0.7820495550338561,-0.5570416848280322,1800.0,0.881233,7.7519,0.864562
28,12,1,2016,2,1.026347925229446,0.6484417365935918,0,1.4659531163438573,-0.638376521097278,0.8472690426678381,58063.4,0.025294,445.9555,1.30393
14,5,0,2015,0,-0.9196941424086879,-1.5749349146942415,0,1.9108427593216797,0.09133256115048118,-0.7654232766500001,1895.5,0.301608,10.3806,0.856802
18,10,1,2014,2,-0.760833565458636,-1.4940848546474101,0,2.1580036720871365,1.573031918997076,0.12246350589577602,40000.0,0.01613,138.4083,1.220607
4,12,0,2016,0,0.6352731169453023,1.376092277015065,0,-0.07742947225821621,-0.5910289852262401,-0.6567024461341907,2187.4,0.588786,16.3728,0.833381
8,5,1,2022,0,-1.3457095967159989,0.0824913162657803,2,-0.08292193698633754,-0.26377395788230235,2.2062794241154546,40000.0,0.009392,254.6149,1.281663
4,12,0,2018,0,0.808023143246178,-0.1600588638747112,4,0.927691572987974,0.30300389798570926,-0.14933857039374726,2136.5,0.640047,10.8013,0.841511
8,5,2,2020,1,-0.7306674176498148,-0.443034074038617,0,-0.24220341410185398,-0.19832295241351458,0.1677638519440299,1973.6,0.333789,12.1978,0.876027
22,1,2,2010,1,4.430782174704121,-0.4834591040620313,3,-0.7035704512640396,-0.046532322709305456,-1.3271475676483482,1800.0,1.686507,10.4227,0.930273
5,9,0,2020,0,1.3115156822135552,0.5675916765467618,0,-1.0550881938638002,1.1956442066132156,0.06447906295401105,2025.6,0.789549,7.7342,0.850088
5,9,0,2016,0,2.120359084252958,-0.36218401399178696,4,-0.9836861523982239,0.6957099307984345,-0.6567024461341907,1500.0,1.314324,6.6372,0.833381
3,6,2,2016,1,0.38569707392268,-0.6855842541791071,4,-0.6925855218077973,1.5855650902570564,-0.5570416848280322,1800.0,0.651582,6.209,0.864562
6,14,2,2013,1,-0.43247830189930786,0.8101418566872534,0,0.246625946700938,0.7249539970717224,-0.8741441071658094,1800.0,0.442254,7.8913,0.911191
2,15,2,2022,1,1.5871344427689729,0.7697168266638376,0,0.0653746106729366,1.5047957643594043,0.3308450977177439,1800.0,0.958967,6.3358,0.846738
25,2,0,2011,0,0.021316051109651485,0.12291634628919602,0,0.7629176311443363,0.19995337873697983,-1.3633878444869514,2458.5,0.408864,12.9123,0.892096
8,5,1,2022,2,-1.5588258351927076,-0.2409089239215412,2,0.8068573489693062,-1.7231921223778206,2.2062794241154546,40000.0,0.006937,764.8184,1.281663
12,11,0,2011,0,-1.315326426261071,0.5271666465233475,2,-0.5003492563235533,1.194251632028774,-1.3633878444869514,1500.0,0.259627,5.7296,0.892096
23,8,0,2023,0,1.3364732865158173,1.0122670068043291,4,-0.9012991814764051,-0.1997155269979572,0.63526342316201,1500.8,1.073112,9.2814,0.88666
12,11,1,2019,2,-0.9683072151365726,-0.1600588638747112,0,-1.4230833306479247,1.0647421956756409,1.662675271536408,40000.0,0.01374,158.4158,1.295516
24,10,1,2011,0,-1.0431800280433592,-0.8877094042961828,0,1.4989079047125853,-0.6133101785773167,-0.6929427229727938,40000.0,0.012877,303.0303,1.197722
11,7,1,2022,2,-0.05073546739774913,0.001641256218950277,0,-1.066073123320043,-1.3374489624873067,2.2062794241154546,40000.0,0.024309,500.0,1.281663
0,4,1,2019,2,-0.2827326760857345,-1.4940848546474101,1,-0.1323541195394288,1.4407373334750586,1.662675271536408,40000.0,0.021637,143.1127,1.295516
29,13,1,2016,2,-0.596330399709812,0.4463165864765161,1,0.16973144050724046,0.5745559419519555,0.8472690426678381,40000.0,0.018025,184.0773,1.30393
5,9,0,2014,0,0.36551396783476364,-0.8472843742727685,4,-0.3850074970330068,0.38655837305224655,-0.8560239687465079,2051.9,0.5671,10.0682,0.873698
19,14,1,2020,2,0.26807079973288744,-0.6855842541791071,0,0.9826162202691866,1.0689199194289678,1.8438766557294235,41978.3,0.026663,166.0534,1.296975
12,11,0,2018,0,-1.3615522498817827,-0.3217589839683712,0,-0.9122841109326477,-0.4949413388997222,-0.14933857039374726,1712.8,0.214961,12.1907,0.841511
6,14,1,2020,0,-0.05203760327438895,0.7697168266638376,0,0.18620883469160407,-0.5826735377195865,1.8438766557294235,45854.2,0.021193,341.6855,1.296975
9,15,1,2020,2,2.830240159667739,0.5271666465233475,3,-0.9342539698451326,-0.3877130958976661,1.8438766557294235,40000.0,0.057496,269.9055,1.296975
7,0,2,2017,1,-0.5271001756017978,1.456942337061895,1,0.6585608013100328,1.4226338638773088,-0.37584030063501667,1800.0,0.418046,6.4702,0.859794
6,14,0,2020,0,-1.0752993796671402,-0.8877094042961828,0,0.27408827034154426,0.8990258201270085,0.06447906295401105,1736.4,0.287959,7.217,0.850088
21,6,1,2018,0,-0.4806573293349794,0.04206628624236457,1,-0.9781936876701026,1.2666655104197726,1.662675271536408,40000.0,0.019357,149.8127,1.322374
12,11,1,2011,0,-1.4869913393314136,0.4058915564531018,2,-1.005656011310709,0.5648079198608592,-0.6929427229727938,40000.0,0.007765,184.6722,1.197722
26,8,2,2022,1,0.7359716247387779,1.1335420968745749,4,-0.648645803982827,0.0008152131617324265,0.3308450977177439,1800.0,0.741199,10.2215,0.846738
21,6,2,2023,1,-0.13255300497994776,0.12291634628919602,3,-0.87932932256392,0.5884816877963783,0.5301666203300609,1800.0,0.518989,8.2455,0.863103
18,10,2,2023,1,-1.0705248814527943,-1.5345098846708258,0,1.3615962865095539,0.8530708588404131,0.5301666203300609,2914.0,0.172384,12.2798,0.863103
21,6,1,2012,0,0.5165617295249766,-1.0898345544132586,3,-0.9177765756607686,-0.8180186424903331,-0.23993926249025505,40000.0,0.030844,341.006,1.19958
3,6,1,2016,2,-0.1405828428858931,1.376092277015065,1,-0.3904999617611281,1.631520051543652,0.8472690426678381,46928.3,0.019838,160.0556,1.30393
28,12,1,2012,2,0.4291016031440056,0.6888667666170076,3,0.768410095872458,1.2597026374975613,-0.23993926249025505,40265.3,0.02964,151.0893,1.19958
2,15,0,2020,0,1.4760188479623797,1.2548171869448193,0,0.18620883469160407,-0.9308171838301584,0.06447906295401105,1914.5,0.874915,17.5321,0.850088
5,9,2,2016,1,0.126137989179153,0.4058915564531018,0,-0.011519895520760945,-0.272129405388956,-0.5570416848280322,1800.0,0.585175,11.5016,0.864562
6,14,2,2011,1,0.5595322134540889,-1.1302595844366743,0,0.49378685946639506,1.524291808541596,-1.2909072908097452,1800.0,0.696058,6.3047,0.925137
12,11,2,2014,1,-1.9757263383635402,-1.25153467450692,0,-0.862851928379556,-0.29162544957114817,-0.7835434150693016,1800.0,0.047418,11.6054,0.899395
6,14,1,2013,2,-0.031203429248152607,-0.523884134085447,0,0.4333697474570607,-0.8040928966459102,-0.05873787829723951,40000.0,0.024534,338.1234,1.214921
23,8,2,2019,1,0.5037573934046858,-0.03878377380446545,4,-0.769480028001495,1.4727665489172315,0.013742675379966702,1800.0,0.681788,6.3875,0.866818
22,1,2,2013,1,1.1797829360268324,-1.0494095243898443,0,-1.1594450236981044,0.9018109692958932,-0.8741441071658094,1800.0,0.854747,7.4751,0.911191
26,8,1,2015,2,0.809325279122818,1.6994925172023865,4,-0.8353896047389497,-0.37796507380656985,0.48486627428180706,41296.0,0.033143,277.3405,1.276088
5,9,0,2014,0,0.6393965472213284,0.4463165864765161,0,-0.12686165481130746,0.04955532361721252,-0.8560239687465079,2346.6,0.549668,13.0657,0.873698
6,14,0,2013,0,-0.5399045117220888,0.04206628624236457,0,0.026927357576087635,0.9268773118158542,-0.9466246608430156,2306.7,0.323699,9.5082,0.884193
22,1,0,2023,0,2.4005353203766155,-0.443034074038617,3,-0.5717512977891295,1.2583100629131185,0.63526342316201,1500.0,1.400333,5.6306,0.88666
26,8,1,2010,0,-0.23824303363387575,1.3356672469916506,1,-1.3626662186385907,-0.7637082336970837,-0.6929427229727938,45053.2,0.019665,371.7261,1.226269
19,14,2,2023,1,-0.36606937219067964,-0.03878377380446545,0,0.8727669257067614,-1.0366528522477725,0.5301666203300609,1800.0,0.459245,17.7165,0.863103
17,14,0,2013,0,-0.3877716368013424,1.0122670068043291,0,0.9936011497254292,0.03284442860390522,-0.9466246608430156,2110.2,0.387031,11.8285,0.884193
7,0,2,2010,1,-0.5817898824206679,1.0931170668511592,4,0.40041495908833347,-0.2999808970778018,-1.3271475676483482,1800.0,0.404053,11.6505,0.930273
9,15,2,2015,1,1.5489384570542064,0.4463165864765161,0,-1.0441032644075579,-0.39189081965099276,-0.6929427229727938,1800.0,0.949195,12.1704,0.881108
26,8,1,2020,0,-0.3066051671574636,1.295242216968235,1,-0.6596307334390697,-1.7231921223778206,1.8438766557294235,42656.4,0.020032,815.6099,1.296975
28,12,1,2013,0,1.2568259753946853,1.3356672469916506,4,0.9331840377160957,0.9937208918690842,-0.05873787829723951,49990.2,0.031504,202.0622,1.214921
11,7,1,2011,0,0.3004071740027752,-0.523884134085447,0,-1.0550881938638002,1.0786679415200637,-0.6929427229727938,40000.0,0.028354,157.7909,1.197722
2,15,1,2013,2,1.0500033936550683,1.5782174271321407,3,0.09832939904166424,0.22919744501026781,-0.05873787829723951,47833.3,0.030932,248.4847,1.214921
7,0,1,2018,2,-0.5954623091253856,0.6080167065701776,0,-0.49485679159543194,1.1733630132621395,1.662675271536408,41409.5,0.017421,159.0837,1.322374
4,12,0,2012,0,-0.2734007023031496,0.8909919167340834,0,0.37844510017584815,1.534039830632692,-1.055345491358825,2103.4,0.413324,7.3494,0.882044
19,14,0,2017,0,-0.08046756991435704,-1.4940848546474101,0,0.8672744609786405,-1.2023692277964046,-0.5117413387797783,1920.2,0.499011,21.4069,0.820111
10,7,2,2017,1,1.3102135463369156,-0.11963383385129547,1,0.1917012994197254,-1.4975950396981699,-0.37584030063501667,1800.0,0.888118,26.2774,0.859794
12,11,0,2017,0,-0.9008131721974112,1.295242216968235,2,-0.5882286919734931,-0.2651665324667446,-0.5117413387797783,1500.0,0.386875,9.5541,0.820111
16,0,0,2018,0,0.0905462752176658,1.7803425772492165,0,0.25211841142905933,-1.4126479900471902,-0.14933857039374726,1817.2,0.570619,24.3592,0.841511
14,5,1,2013,0,-1.3196668791832036,0.7292917966404233,2,1.9987221949716194,-0.20807097450461084,-0.05873787829723951,40000.0,0.009692,248.293,1.214921
24,10,1,2016,2,-0.6898671601817689,-0.7260092842025228,0,1.38905861015016,-1.2831385536940574,0.8472690426678381,40000.0,0.016947,476.758,1.30393
15,8,0,2019,0,0.756805798765014,-0.8877094042961828,1,-0.3465602439361578,0.2612266604524406,-0.03155767066828718,1820.2,0.73825,9.3439,0.855041
27,3,2,2014,1,1.7362290006442265,0.20376640633602605,3,-1.494485372113501,0.3768103509611503,-0.7835434150693016,1800.0,0.997113,8.8626,0.899395
16,0,2,2022,1,0.7498610740896018,0.6484417365935918,1,0.18620883469160407,0.09133256115048118,0.3308450977177439,1800.0,0.744753,9.8576,0.846738
28,12,1,2012,2,-0.025126795157166874,1.9824677273662923,0,0.971631290812944,-1.5532980230758613,-0.23993926249025505,42554.9,0.023127,659.7659,1.19958
11,7,2,2017,1,0.25808775801198275,-0.9281344343195985,1,-0.9672087582138603,-1.4404994817360361,-0.37584030063501667,1800.0,0.618934,24.7934,0.859794
3,6,2,2020,1,0.5927366783084034,-0.443034074038617,4,-1.2967566419011358,-1.6298896252201873,0.1677638519440299,1800.0,0.704553,30.5085,0.876027
2,15,0,2023,0,1.274404809729322,-0.40260904401520126,3,0.25761087615718065,0.31414449466124733,0.63526342316201,1827.2,0.865879,9.2004,0.88666
8,5,1,2011,0,-1.4498804668471805,-0.11963383385129547,2,0.29605812925402925,1.5507507256459991,-0.6929427229727938,40000.0,0.008192,139.1788,1.197722
21,6,2,2013,1,0.5120042539567377,0.6080167065701776,4,-1.214369670979317,1.5256843831260387,-0.8741441071658094,1800.0,0.683898,6.3025,0.911191
11,7,0,2015,0,0.001784012960054959,0.0824913162657803,0,-0.7914498869139799,1.6663344161547093,-0.7654232766500001,2437.1,0.408761,8.2418,0.856802
20,2,0,2013,0,-0.27470283817978913,0.04206628624236457,0,-0.5058417210516742,-1.4572103767493434,-0.9466246608430156,2200.7,0.394786,30.8221,0.884193
6,14,1,2016,2,-0.4884701445948178,-0.28133395394495553,0,0.043404751760451644,-0.7901671508014874,0.8472690426678381,40000.0,0.019267,335.2892,1.30393
9,15,2,2020,1,2.127737854220584,-0.2004838938981255,0,-0.5827362272453722,-1.2594647857585386,0.1677638519440299,1800.0,1.097279,21.028,0.876027
2,15,1,2020,2,2.6616135636428884,0.6080167065701776,0,-0.14333904899567146,0.5299935552498021,1.8438766557294235,40000.0,0.055554,186.8286,1.296975
24,10,0,2011,0,-1.1349806073464628,-1.17068461446009,0,1.5977722698187677,-0.8625810291924864,-1.3633878444869514,1843.7,0.256302,16.1586,0.892096
3,6,0,2021,0,-0.47653389905895327,-0.8068593442493528,4,-0.9781936876701026,0.10386573241046185,0.19494405957298222,1602.0,0.484217,8.7302,0.862338
17,14,2,2015,1,-0.6026240564469042,0.20376640633602605,0,0.960646361356702,0.10386573241046185,-0.6929427229727938,1965.0,0.365259,10.7084,0.881108
12,11,0,2019,0,-1.846163818637883,0.12291634628919602,2,-0.08292193698633754,0.7959753008782791,-0.03155767066828718,1500.0,0.096669,6.4322,0.855041
10,7,2,2015,1,0.42172283317638004,-0.28133395394495553,0,0.03791228703233031,-1.696733205273417,-0.6929427229727938,1800.0,0.6608,33.2103,0.881108
1,10,0,2015,0,-0.9624476036916937,-2.6664107253264504,0,2.201943389912106,1.2597026374975613,-0.7654232766500001,1586.7,0.347862,5.9538,0.856802
18,10,0,2017,0,-1.1779510912755753,-0.40260904401520126,0,1.3835661454220383,-1.285923702862942,-0.5117413387797783,1865.7,0.242674,22.2903,0.820111
8,5,0,2022,0,-1.213759827883169,1.0931170668511592,0,0.9002292493473677,-1.5978604097780147,0.37614544376599773,1500.0,0.290806,24.4698,0.857244
11,7,0,2022,0,0.21880665906668278,0.9718419767809133,0,-0.3795150323048854,0.0774068153060583,0.37614544376599773,2315.7,0.473346,12.7517,0.857244
15,8,1,2021,0,1.0196202232001403,0.24419143635944032,4,-1.4011134717354397,1.3571828584085215,1.9344773478259314,40000.0,0.036639,146.2523,1.289062
14,5,2,2013,1,-1.284943255806143,-3.5557613858415835,2,2.0866016306215602,-1.2065469515497316,-0.8741441071658094,1800.0,0.224153,20.1342,0.911191
24,10,2,2018,1,-1.1555977587265924,-0.1600588638747112,0,1.828455788399861,0.6957099307984345,-0.1765187780226996,2028.9,0.228238,8.9774,0.834298
11,7,1,2010,0,-1.5080425360037566,-1.17068461446009,0,-1.137475164785619,-1.6201416031290912,-0.6929427229727938,40000.0,0.007522,670.0168,1.226269
0,4,1,2013,2,0.5326214053368673,0.4058915564531018,2,-0.17080137263627776,-0.22895959327124515,-0.05873787829723951,40000.0,0.031029,250.6266,1.214921
0,4,1,2015,0,-0.06831430173238606,0.3654665264296861,1,-0.03898221916136724,0.9435882068291619,0.48486627428180706,43868.4,0.021981,179.936,1.276088
1,10,0,2017,0,-1.2478323833219094,-0.07920880382787975,0,2.0756167011653175,0.7026728037206459,-0.5117413387797783,2056.9,0.20448,9.0812,0.820111
22,1,2,2022,1,1.2559578848102586,-1.1302595844366743,3,-0.9287615051170114,0.05094789820165473,0.3308450977177439,1800.0,0.874237,10.0167,0.846738
6,14,2,2019,1,-0.8096636608326274,-0.7260092842025228,0,-0.4124698206736131,1.7331779962079392,0.013742675379966702,2446.8,0.254392,8.1424,0.866818
6,14,1,2021,0,-0.6666457370483595,0.8909919167340834,0,-0.07742947225821621,0.05234047278609733,1.9344773478259314,40000.0,0.017215,222.4694,1.289062
29,13,1,2018,2,0.14154659705272338,0.9314169467574991,4,-0.5717512977891295,-1.3834039237739022,1.662675271536408,40000.0,0.026524,521.5124,1.322374
29,13,1,2023,0,-0.8391787407031288,0.7292917966404233,1,0.43886221218518207,-0.9934830401300614,2.38748080830847,40000.0,0.015227,382.0439,1.279423
8,5,0,2015,0,-1.2619388553188402,-0.9281344343195985,0,0.31253552343839325,1.4240264384617514,-0.7654232766500001,1655.1,0.250166,5.9472,0.856802
16,0,2,2015,1,0.007860647051040446,0.5675916765467618,1,0.927691572987974,-0.9391726313368123,-0.6929427229727938,1800.0,0.554914,16.5746,0.881108
24,10,2,2017,1,-0.8736853414340826,-2.8281108454201105,0,1.4439832574313727,0.14007267160596126,-0.37584030063501667,3316.9,0.178788,17.8232,0.859794
11,7,0,2016,0,-0.11649332916805734,0.3250414964062718,1,-1.6867216375977452,1.6301274769592102,-0.6567024461341907,1938.3,0.485794,6.6131,0.833381
4,12,2,2012,1,-0.3215797297388209,0.8101418566872534,4,-0.06644454280197354,0.1804573345547877,-0.9919250068912695,1800.0,0.470627,9.5238,0.906741
10,7,2,2016,1,-0.35087778696321564,-1.2111096444835043,0,-0.3904999617611281,-0.4893710405619529,-0.5570416848280322,1837.1,0.453784,13.0383,0.864562
10,7,1,2020,0,1.1194506404091893,-0.11963383385129547,1,-1.0441032644075579,-1.111851879807656,1.8438766557294235,46975.0,0.032178,488.3056,1.296975
9,15,2,2023,1,1.1580806714161695,0.6888667666170076,0,-0.9891786171263452,-0.1036278806714392,0.5301666203300609,1800.0,0.849195,10.6762,0.863103
0,4,2,2014,1,0.049963040395726244,0.1633413763126103,1,0.6695457307662747,-0.6453393940194895,-0.7835434150693016,1800.0,0.565686,13.8782,0.899395
5,9,0,2016,0,0.0380267948598617,0.5675916765467618,0,-0.22023355518936902,0.8753520521914897,-0.6567024461341907,2477.6,0.408819,10.3709,0.833381
27,3,1,2011,0,0.7945677391875675,-1.0089844943664286,3,-1.1649374884262254,-1.6479930948179369,-0.6929427229727938,40000.0,0.034047,693.2409,1.197722
1,10,1,2016,0,-1.2727899876241717,-0.7260092842025228,0,1.8669030414967098,-0.11198332817809285,0.8472690426678381,40000.0,0.010232,238.0952,1.30393
11,7,1,2013,2,-0.4858658728415384,-1.0089844943664286,1,-1.390128542279197,-1.4196108629694018,-0.05873787829723951,40000.0,0.019297,539.8111,1.214921
28,12,2,2010,1,-1.3869438994762584,0.5675916765467618,3,0.5706813656600922,1.53264725604825,-1.3271475676483482,1800.0,0.198057,6.2915,0.930273
8,5,2,2022,1,-1.0711759493911144,-0.604734194132277,0,0.12579172268227054,-0.27630712914228306,0.3308450977177439,2101.9,0.238813,13.4565,0.846738
8,5,0,2016,0,-0.9094940780416763,-1.4940848546474101,2,0.6091286187569411,-1.4432846309049205,-0.6567024461341907,1500.0,0.384211,20.7182,0.833381
0,4,1,2021,0,-0.3426309264111639,-0.4834591040620313,2,0.6420834071256684,-0.4225274605087233,1.9344773478259314,40000.0,0.020947,274.5367,1.289062
22,1,2,2018,1,3.459388810730854,-0.4834591040620313,3,-0.5113341857797956,-1.1870509073675395,-0.1765187780226996,1800.0,1.437979,19.8238,0.834298
14,5,1,2021,0,-1.011277699065685,-0.9685594643430142,2,1.9383050829622859,0.6107628811474549,1.9344773478259314,40000.0,0.013245,181.9009,1.289062
14,5,0,2011,0,-1.78908686271184,-0.7664343142259384,2,2.0756167011653175,0.009170660668386078,-1.3633878444869514,1500.0,0.114191,8.489,0.892096
13,11,1,2022,0,-1.4819998184709613,2.8313933578580097,0,-2.093164027478718,-0.14261996903582305,2.2062794241154546,40000.0,0.007822,241.2545,1.281663
14,5,2,2023,1,-1.5251873250461803,0.24419143635944032,0,1.8833804356810735,1.552143300230442,0.5301666203300609,1800.0,0.162687,6.2609,0.863103
24,10,2,2017,1,-0.7449909122928523,0.6888667666170076,0,1.4549681868876154,1.5312546814638075,-0.37584030063501667,2087.9,0.312365,7.3003,0.859794
14,5,0,2014,0,-0.6343093627784719,-1.7366350347879016,0,2.136033813174651,-0.15793828946468852,-0.8560239687465079,1869.3,0.376143,11.3497,0.873698
3,6,0,2019,0,-0.7332716894030944,0.4463165864765161,1,-1.219862135707438,1.3641457313307328,-0.03155767066828718,1668.9,0.393976,6.0909,0.855041
18,10,2,2011,1,-0.7701655392412212,-1.33238473455375,0,1.5977722698187677,-1.0269048301566763,-1.2909072908097452,2573.8,0.248913,25.1593,0.925137
25,2,2,2015,1,-0.8791109075867484,0.6080167065701776,0,0.6805306602225174,1.6022759852703645,-0.6929427229727938,1906.8,0.309624,6.5503,0.881108
12,11,2,2016,1,-1.5494938614101224,-0.8068593442493528,0,-0.3465602439361578,-0.14540511820470786,-0.5570416848280322,1800.0,0.156469,10.8696,0.864562
16,0,2,2017,1,-0.3834311838792099,0.4867416164999318,1,0.4773094652820306,0.8168639196449133,-0.37584030063501667,1800.0,0.454803,7.6694,0.859794
29,13,2,2022,1,0.756805798765014,1.4973673670853107,4,-0.02250482497700362,-0.1551531402958037,0.3308450977177439,1800.0,0.74653,10.9157,0.846738
0,4,1,2014,0,-0.21827695019206586,0.5271666465233475,1,-0.5278115799641596,-0.9029656921413126,0.12246350589577602,41502.2,0.021569,373.2212,1.220607
22,1,0,2010,0,0.8130146641066308,-1.2111096444835043,3,-0.472886932682947,-0.9071434158946394,-1.5083489518413637,1500.0,0.912991,13.5257,0.845703
14,5,1,2019,0,-1.6634307506161021,-0.40260904401520126,0,1.7460688174780419,0.33642568801232386,1.662675271536408,40000.0,0.005732,199.8002,1.295516
24,10,0,2017,0,-1.2215726431430076,-0.443034074038617,0,1.0704956559191272,-0.07159866522926642,-0.5117413387797783,1871.3,0.231213,10.9497,0.820111
10,7,1,2019,0,-0.035977927462498276,0.4867416164999318,1,0.10931432849790652,0.496571765223187,1.662675271536408,41931.7,0.023352,198.0713,1.295516
5,9,2,2015,1,0.025222458739570693,0.4867416164999318,0,-0.7310327749046459,-0.6453393940194895,-0.6929427229727938,1800.0,0.559356,13.8782,0.881108
22,1,0,2010,0,2.506876416968863,-0.8472843742727685,3,-1.4450531895604095,0.326677665921228,-1.5083489518413637,1500.0,1.432978,7.5188,0.845703
1,10,0,2020,0,-0.8430851483330483,-2.423860545185959,0,2.1415262779027726,-0.24567048828455246,0.06447906295401105,1735.7,0.349686,10.9577,0.850088
1,10,1,2022,2,-1.060975885024103,-1.0898345544132586,0,2.2733454313776824,0.684569334122896,2.2062794241154546,40000.0,0.012672,177.6199,1.281663
21,6,0,2019,0,0.6600136986014581,-0.523884134085447,1,-1.197892276794953,0.6051925828096857,-0.03155767066828718,1865.9,0.696288,8.5007,0.855041
25,2,2,2017,1,-0.13472323144101406,0.9718419767809133,0,0.5157567183788796,-0.6286284990061818,-0.37584030063501667,1800.0,0.518434,13.751,0.859794
24,10,0,2013,0,-1.0095415178968319,-1.7366350347879016,0,1.3011791745002195,1.1775407370154665,-0.9466246608430156,1605.5,0.330283,6.1608,0.884193
29,13,2,2020,1,-0.23086426366625043,0.8909919167340834,1,0.46632453582578876,1.5228992339571534,0.1677638519440299,1800.0,0.493837,6.3069,0.876027
8,5,0,2022,0,-1.3465776873004252,-1.7366350347879016,0,0.40041495908833347,-1.585327238518034,0.37614544376599773,1500.0,0.250033,24.1158,0.857244
