district,state,crop,year,season,rainfall_mm,temperature_avg_c,soil_type,irrigation_pct,fertilizer_kg_per_ha,msp_inr_per_quintal,yield_kg_per_ha
Nagaon,Assam,Rice,2020,Kharif,1810.5,24.5,Alluvial,30.2,154.1,1868,1585.8
Warangal,Telangana,Rice,2013,Kharif,1453.0,28.2,Red,45.2,294.1,1310,1938.7
Jabalpur,Madhya Pradesh,Rice,2023,Kharif,1292.5,25.9,Black,42.3,291.4,2183,2100.5
Krishna,Andhra Pradesh,Rice,2011,Kharif,929.0,29.2,Red,68.2,141.7,1080,1724.3
Bardhaman,West Bengal,Wheat,2013,Rabi,1349.7,28.6,Alluvial,40.2,180.9,1350,1800.0
Jaipur,Rajasthan,Rice,2013,Kharif,305.8,31.2,Desert,51.2,95.7,1310,1500.0
Meerut,Uttar Pradesh,Wheat,2012,Rabi,930.9,26.2,Alluvial,75.3,253.1,1285,1800.0
Guntur,Andhra Pradesh,Sugarcane,2019,Kharif,1169.2,27.9,Alluvial,64.6,118.4,2750,48421.8
Coimbatore,Tamil Nadu,Sugarcane,2015,Kharif,881.7,28.8,Alluvial,66.1,177.6,2100,41398.7
Amritsar,Punjab,Sugarcane,2020,Zaid,548.3,23.7,Alluvial,86.1,220.7,2850,40000.0
Raipur,Chhattisgarh,Sugarcane,2013,Zaid,1528.7,26.2,Red,49.7,199.5,1800,40000.0
Indore,Madhya Pradesh,Sugarcane,2020,Kharif,993.0,30.5,Alluvial,37.2,98.6,2850,43524.3
Muzaffarpur,Bihar,Rice,2010,Kharif,1250.8,25.5,Alluvial,47.8,201.1,1000,2434.3
Hisar,Haryana,Sugarcane,2013,Kharif,658.4,28.0,Alluvial,53.5,126.1,1800,40000.0
Coimbatore,Tamil Nadu,Wheat,2015,Rabi,1021.8,29.2,Laterite,56.8,112.2,1450,1800.0
Patna,Bihar,Wheat,2017,Rabi,1115.0,27.6,Alluvial,69.9,277.9,1625,1800.0
Amritsar,Punjab,Wheat,2021,Rabi,395.6,24.3,Alluvial,87.2,165.6,1975,2077.5
Ahmedabad,Gujarat,Rice,2015,Kharif,762.2,26.4,Alluvial,46.8,215.8,1410,2181.6
Ahmedabad,Gujarat,Rice,2022,Kharif,644.5,29.5,Alluvial,61.2,154.7,2040,1857.7
Cuttack,Odisha,Sugarcane,2011,Zaid,794.5,27.7,Laterite,42.8,261.4,1450,40000.0
Guntur,Andhra Pradesh,Sugarcane,2018,Kharif,846.2,26.5,Black,47.6,188.5,2750,40000.0
Indore,Madhya Pradesh,Wheat,2011,Rabi,1091.8,25.9,Black,40.8,226.4,1120,1800.0
Ahmedabad,Gujarat,Wheat,2020,Rabi,1157.2,24.3,Alluvial,47.8,58.9,1925,1800.0
Guntur,Andhra Pradesh,Wheat,2016,Rabi,714.4,29.9,Black,54.8,250.6,1525,1800.0
Hisar,Haryana,Sugarcane,2016,Kharif,648.0,25.1,Alluvial,66.8,57.9,2300,40000.0
Karnal,Haryana,Sugarcane,2016,Zaid,584.1,19.8,Desert,83.7,184.6,2300,40000.0
Belgaum,Karnataka,Wheat,2020,Rabi,1181.7,24.4,Red,25.2,150.9,1925,1800.0
Thanjavur,Tamil Nadu,Wheat,2013,Rabi,680.9,28.1,Laterite,64.6,157.0,1350,1800.0
Warangal,Telangana,Sugarcane,2023,Zaid,1046.5,27.9,Red,52.3,132.5,3150,40000.0
Nagaon,Assam,Wheat,2016,Rabi,2363.6,25.7,Laterite,28.1,208.7,1525,1800.0
Hooghly,West Bengal,Wheat,2012,Rabi,1572.3,25.6,Alluvial,56.5,92.2,1285,1800.0
Gorakhpur,Uttar Pradesh,Wheat,2021,Rabi,867.1,26.4,Alluvial,47.1,122.2,1975,1800.0
Karnal,Haryana,Wheat,2023,Rabi,777.7,21.5,Desert,82.5,127.6,2125,1800.0
Lucknow,Uttar Pradesh,Wheat,2018,Rabi,701.2,26.8,Alluvial,68.7,71.9,1735,1808.3
Nashik,Maharashtra,Rice,2016,Kharif,1515.5,29.1,Black,36.8,286.9,1470,1687.0
Jabalpur,Madhya Pradesh,Wheat,2010,Rabi,1716.5,26.9,Alluvial,44.4,135.6,1100,1800.0
Jabalpur,Madhya Pradesh,Rice,2011,Kharif,1484.9,21.0,Black,47.2,206.4,1080,1512.1
Meerut,Uttar Pradesh,Rice,2010,Kharif,1278.0,27.4,Alluvial,88.5,204.8,1000,3093.3
Nagaon,Assam,Rice,2023,Kharif,1826.2,22.7,Alluvial,30.9,125.0,2183,1500.0
Jaipur,Rajasthan,Rice,2023,Kharif,326.9,29.6,Alluvial,41.8,168.1,2183,1500.0
Coimbatore,Tamil Nadu,Sugarcane,2022,Kharif,885.2,27.4,Laterite,64.4,263.4,3050,40000.0
Guntur,Andhra Pradesh,Sugarcane,2014,Zaid,1010.2,26.4,Red,52.4,72.4,1900,40000.0
Amritsar,Punjab,Rice,2021,Kharif,505.4,22.2,Alluvial,97.0,90.4,1940,1739.2
Gorakhpur,Uttar Pradesh,Wheat,2020,Rabi,832.7,22.9,Alluvial,47.1,70.2,1925,2066.9
Muzaffarpur,Bihar,Rice,2022,Kharif,825.7,24.3,Alluvial,54.0,134.7,2040,2102.7
Belgaum,Karnataka,Sugarcane,2020,Zaid,609.5,27.1,Laterite,27.2,171.8,2850,40000.0
Pune,Maharashtra,Rice,2011,Kharif,1047.8,27.9,Black,52.7,192.2,1080,2208.4
Krishna,Andhra Pradesh,Sugarcane,2012,Kharif,1091.8,29.2,Black,65.0,134.8,1700,50470.7
Jaipur,Rajasthan,Rice,2015,Kharif,316.6,27.6,Alluvial,31.6,146.9,1410,1548.0
Meerut,Uttar Pradesh,Wheat,2013,Rabi,1017.2,24.5,Alluvial,80.9,101.0,1350,1800.0
Cuttack,Odisha,Rice,2022,Kharif,1146.8,27.1,Red,44.9,203.3,2040,2237.5
Krishna,Andhra Pradesh,Wheat,2021,Rabi,1584.0,29.5,Red,61.2,80.9,1975,1800.0
Karnal,Haryana,Wheat,2019,Rabi,624.8,26.3,Desert,91.1,264.2,1840,1800.0
Jabalpur,Madhya Pradesh,Wheat,2013,Rabi,567.1,24.9,Alluvial,41.2,67.1,1350,2155.1
Indore,Madhya Pradesh,Wheat,2021,Rabi,1151.3,28.9,Black,44.8,168.4,1975,1800.0
Lucknow,Uttar Pradesh,Sugarcane,2014,Kharif,853.2,24.6,Alluvial,72.0,118.5,1900,40000.0
Hisar,Haryana,Sugarcane,2014,Kharif,520.2,19.9,Desert,58.1,189.9,1900,40000.0
Jaipur,Rajasthan,Rice,2012,Kharif,237.0,25.3,Alluvial,53.3,181.9,1250,1500.0
Patna,Bihar,Wheat,2019,Rabi,1132.3,26.7,Alluvial,65.3,170.6,1840,1800.0
Muzaffarpur,Bihar,Rice,2011,Kharif,1464.5,24.3,Alluvial,59.2,231.9,1080,2337.0
Krishna,Andhra Pradesh,Wheat,2011,Rabi,796.8,27.0,Alluvial,65.6,200.6,1120,1800.0
Gorakhpur,Uttar Pradesh,Wheat,2020,Rabi,983.0,24.7,Alluvial,60.3,114.4,1925,1800.0
Muzaffarpur,Bihar,Rice,2023,Kharif,1207.2,28.1,Alluvial,55.1,84.2,2183,2283.5
Belgaum,Karnataka,Sugarcane,2016,Kharif,1478.6,26.0,Black,46.6,129.0,2300,47417.0
Nagaon,Assam,Wheat,2015,Rabi,2657.4,25.5,Laterite,33.1,218.2,1450,1800.0
Lucknow,Uttar Pradesh,Rice,2018,Kharif,880.0,22.8,Alluvial,65.7,68.7,1750,1704.5
Hooghly,West Bengal,Wheat,2020,Rabi,1815.3,26.7,Laterite,36.5,194.2,1925,1800.0
Amritsar,Punjab,Rice,2013,Kharif,321.4,20.9,Alluvial,94.3,186.9,1310,1500.0
Amritsar,Punjab,Wheat,2010,Rabi,740.0,20.4,Alluvial,96.2,136.5,1100,3099.4
Nagaon,Assam,Rice,2023,Kharif,1687.5,24.6,Laterite,49.8,267.1,2183,1522.1
Ludhiana,Punjab,Sugarcane,2022,Zaid,694.0,24.1,Alluvial,92.3,122.5,3050,40000.0
Raipur,Chhattisgarh,Wheat,2010,Rabi,1251.8,25.5,Red,37.1,278.2,1100,1800.0
Nagaon,Assam,Wheat,2022,Rabi,1574.5,24.0,Laterite,39.0,178.7,2015,1800.0
Bardhaman,West Bengal,Wheat,2022,Rabi,1727.1,28.7,Alluvial,57.1,283.1,2015,1800.0
Guntur,Andhra Pradesh,Sugarcane,2017,Zaid,809.7,30.6,Black,58.4,98.0,2550,44601.8
Patna,Bihar,Rice,2023,Kharif,852.1,25.9,Alluvial,67.7,240.1,2183,2437.5
Kolhapur,Maharashtra,Rice,2015,Kharif,661.8,26.7,Red,53.6,298.9,1410,1761.3
Nashik,Maharashtra,Rice,2010,Kharif,1098.5,26.3,Black,54.6,259.7,1000,2363.5
Muzaffarpur,Bihar,Rice,2021,Kharif,1427.8,26.6,Alluvial,57.1,71.7,1940,2310.5
Indore,Madhya Pradesh,Wheat,2021,Rabi,999.7,26.9,Alluvial,39.7,161.3,1975,1800.0
Cuttack,Odisha,Wheat,2020,Rabi,1366.0,27.8,Red,40.4,206.9,1925,1800.0
Thanjavur,Tamil Nadu,Wheat,2020,Rabi,1194.8,30.0,Red,70.0,110.6,1925,1800.0
Indore,Madhya Pradesh,Sugarcane,2011,Zaid,1389.4,25.4,Black,51.0,262.6,1450,46536.9
Nagaon,Assam,Sugarcane,2018,Kharif,2257.7,22.7,Alluvial,40.2,161.1,2750,40000.0
Muzaffarpur,Bihar,Rice,2011,Kharif,782.1,26.8,Alluvial,43.9,150.0,1080,1984.3
Patiala,Punjab,Wheat,2019,Rabi,682.5,22.5,Alluvial,76.5,120.6,1840,2688.9
Jabalpur,Madhya Pradesh,Wheat,2010,Rabi,1349.7,29.3,Black,37.7,237.6,1100,1800.0
Bardhaman,West Bengal,Wheat,2016,Rabi,1676.9,28.2,Laterite,53.4,229.3,1525,1800.0
Guntur,Andhra Pradesh,Wheat,2021,Rabi,1403.3,28.3,Black,47.1,265.7,1975,1800.0
Krishna,Andhra Pradesh,Sugarcane,2014,Zaid,1125.0,29.1,Red,70.7,189.4,1900,40080.6
Warangal,Telangana,Rice,2014,Kharif,882.8,25.2,Black,56.3,203.8,1360,1804.1
Karnal,Haryana,Sugarcane,2022,Zaid,422.3,23.6,Desert,85.6,255.1,3050,40000.0
Muzaffarpur,Bihar,Rice,2022,Kharif,1082.1,25.8,Alluvial,41.4,138.0,2040,2375.1
Mysore,Karnataka,Rice,2021,Kharif,1135.6,28.2,Black,31.0,55.5,1940,1905.2
Jodhpur,Rajasthan,Wheat,2013,Rabi,203.7,33.8,Desert,22.3,190.5,1350,1800.0
Jaipur,Rajasthan,Rice,2023,Kharif,592.6,20.7,Alluvial,36.3,177.4,2183,1500.0
Meerut,Uttar Pradesh,Wheat,2020,Rabi,1035.4,26.4,Alluvial,89.2,177.2,1925,1800.0
Indore,Madhya Pradesh,Rice,2021,Kharif,994.1,22.7,Black,42.1,119.8,1940,1557.8
Ludhiana,Punjab,Rice,2012,Kharif,502.2,27.0,Alluvial,88.1,232.5,1250,2166.3
Nashik,Maharashtra,Sugarcane,2013,Zaid,1838.2,26.5,Red,35.0,192.7,1800,40000.0
Krishna,Andhra Pradesh,Rice,2011,Kharif,1000.0,29.2,Red,54.0,290.2,1080,1905.7
Krishna,Andhra Pradesh,Sugarcane,2011,Kharif,1256.6,29.7,Black,74.9,121.9,1450,56426.7
Krishna,Andhra Pradesh,Sugarcane,2013,Zaid,948.4,30.3,Black,55.7,185.9,1800,49677.6
Coimbatore,Tamil Nadu,Wheat,2018,Rabi,747.2,29.5,Alluvial,69.3,92.6,1735,1800.0
Kolhapur,Maharashtra,Rice,2021,Kharif,1708.6,26.8,Red,49.9,134.5,1940,1745.4
Mysore,Karnataka,Rice,2022,Kharif,550.5,27.6,Laterite,34.6,95.5,2040,1500.0
Guntur,Andhra Pradesh,Wheat,2020,Rabi,1222.2,30.5,Black,59.2,267.0,1925,1800.0
Nagaon,Assam,Wheat,2016,Rabi,1608.5,24.6,Alluvial,34.9,266.8,1525,1800.0
Thanjavur,Tamil Nadu,Sugarcane,2011,Kharif,1587.6,29.2,Laterite,84.2,160.9,1450,45574.9
Bardhaman,West Bengal,Wheat,2015,Rabi,1427.5,27.0,Alluvial,41.3,62.3,1450,1800.0
Ludhiana,Punjab,Sugarcane,2018,Kharif,307.4,23.7,Alluvial,83.5,127.4,2750,40000.0
Coimbatore,Tamil Nadu,Wheat,2019,Rabi,1663.3,29.4,Red,56.0,220.3,1840,1800.0
Warangal,Telangana,Sugarcane,2016,Kharif,835.6,28.3,Red,64.7,119.6,2300,40000.0
Kolhapur,Maharashtra,Wheat,2015,Rabi,1151.3,29.4,Black,53.4,219.3,1450,1800.0
Ahmedabad,Gujarat,Rice,2010,Kharif,1003.6,33.5,Alluvial,52.2,109.7,1000,1554.4
Hisar,Haryana,Wheat,2018,Rabi,423.9,21.5,Desert,71.7,267.9,1735,1803.3
Karnal,Haryana,Rice,2014,Kharif,474.4,23.7,Alluvial,84.0,158.1,1360,1634.1
Pune,Maharashtra,Wheat,2022,Rabi,1688.1,24.9,Red,35.8,208.9,2015,1800.0
Nashik,Maharashtra,Wheat,2013,Rabi,1278.3,26.6,Red,34.1,252.9,1350,1800.0
Cuttack,Odisha,Rice,2013,Kharif,1448.3,26.1,Red,57.9,89.1,1310,1923.5
Guntur,Andhra Pradesh,Rice,2012,Kharif,372.2,28.0,Alluvial,63.1,93.5,1250,1690.6
Belgaum,Karnataka,Wheat,2012,Rabi,470.9,27.4,Red,28.1,213.1,1285,1800.0
Guntur,Andhra Pradesh,Rice,2021,Kharif,1063.2,29.6,Alluvial,60.5,125.5,1940,2384.9
Belgaum,Karnataka,Rice,2021,Kharif,1099.8,26.5,Red,41.2,164.6,1940,1999.7
Meerut,Uttar Pradesh,Wheat,2015,Rabi,520.7,26.0,Alluvial,75.3,158.0,1450,2335.2
Jabalpur,Madhya Pradesh,Rice,2015,Kharif,950.7,32.3,Alluvial,38.2,166.8,1410,1591.2
Jabalpur,Madhya Pradesh,Rice,2016,Kharif,1169.2,28.9,Black,32.9,205.4,1470,1891.1
Meerut,Uttar Pradesh,Wheat,2014,Rabi,839.2,24.0,Alluvial,86.4,292.4,1400,2276.8
Guntur,Andhra Pradesh,Sugarcane,2012,Kharif,883.3,26.6,Red,51.6,119.8,1700,40000.0
Ludhiana,Punjab,Wheat,2019,Rabi,341.3,21.4,Alluvial,80.4,72.9,1840,2382.2
Raipur,Chhattisgarh,Rice,2012,Kharif,837.0,27.5,Red,47.8,159.8,1250,1669.0
Thanjavur,Tamil Nadu,Wheat,2011,Rabi,1042.4,28.2,Alluvial,61.4,156.7,1120,1800.0
Ahmedabad,Gujarat,Sugarcane,2019,Zaid,865.5,23.1,Black,53.5,278.5,2750,40000.0
Hisar,Haryana,Wheat,2019,Rabi,646.2,28.5,Desert,57.7,64.3,1840,1800.0
Kolhapur,Maharashtra,Sugarcane,2010,Zaid,1550.5,27.5,Black,54.3,295.8,1450,52973.1
Amritsar,Punjab,Wheat,2020,Rabi,483.6,25.7,Alluvial,90.5,259.7,1925,2462.4
Gorakhpur,Uttar Pradesh,Rice,2014,Kharif,660.9,28.5,Alluvial,46.4,207.8,1360,1788.2
Jaipur,Rajasthan,Wheat,2023,Rabi,109.5,25.7,Alluvial,44.6,220.9,2125,1800.0
Indore,Madhya Pradesh,Rice,2015,Kharif,1210.8,26.2,Black,56.0,54.4,1410,1933.4
Lucknow,Uttar Pradesh,Sugarcane,2023,Kharif,668.6,23.3,Alluvial,69.9,118.6,3150,40000.0
Thanjavur,Tamil Nadu,Rice,2020,Kharif,1151.2,29.9,Red,76.9,101.5,1868,1900.0
Raipur,Chhattisgarh,Wheat,2023,Rabi,1595.3,25.6,Red,49.1,207.1,2125,1800.0
Indore,Madhya Pradesh,Rice,2012,Kharif,591.7,28.6,Black,54.5,225.8,1250,1745.4
Hooghly,West Bengal,Wheat,2014,Rabi,1794.1,27.5,Laterite,51.0,128.5,1400,1800.0
Belgaum,Karnataka,Rice,2023,Kharif,1301.9,26.4,Laterite,29.4,108.8,2183,1733.3
Cuttack,Odisha,Rice,2010,Kharif,1599.5,26.4,Alluvial,40.8,89.2,1000,2067.9
Bardhaman,West Bengal,Rice,2019,Kharif,1447.7,24.7,Alluvial,44.1,50.6,1815,2058.3
Patna,Bihar,Wheat,2011,Rabi,704.1,27.7,Alluvial,67.9,116.4,1120,1885.3
Hisar,Haryana,Sugarcane,2011,Kharif,327.7,26.5,Desert,61.3,286.4,1450,40000.0
Ludhiana,Punjab,Sugarcane,2023,Zaid,650.1,19.4,Alluvial,89.3,178.3,3150,40000.0
Thanjavur,Tamil Nadu,Wheat,2017,Rabi,656.9,29.6,Red,73.6,71.7,1625,1800.0
Coimbatore,Tamil Nadu,Wheat,2018,Rabi,618.3,28.2,Laterite,50.4,75.7,1735,1800.0
Krishna,Andhra Pradesh,Sugarcane,2012,Kharif,432.1,27.2,Red,67.3,218.6,1700,40000.0
Patiala,Punjab,Wheat,2016,Rabi,441.7,22.2,Alluvial,92.1,254.3,1525,2765.4
Ahmedabad,Gujarat,Sugarcane,2023,Kharif,833.8,26.1,Alluvial,68.4,285.2,3150,40000.0
Nashik,Maharashtra,Wheat,2018,Rabi,1032.4,31.6,Red,33.0,278.1,1735,1800.0
Pune,Maharashtra,Rice,2015,Kharif,1707.4,24.1,Black,32.4,274.5,1410,1628.4
Patiala,Punjab,Sugarcane,2011,Zaid,648.3,24.4,Alluvial,78.5,51.8,1450,40000.0
Nashik,Maharashtra,Sugarcane,2023,Kharif,1708.2,27.0,Red,54.7,136.1,3150,40000.0
Ludhiana,Punjab,Wheat,2012,Rabi,515.8,22.8,Alluvial,94.7,144.6,1285,2609.4
Cuttack,Odisha,Wheat,2023,Rabi,1542.4,23.5,Alluvial,39.2,296.5,2125,1800.0
Patna,Bihar,Wheat,2022,Rabi,1201.1,25.4,Alluvial,63.2,246.6,2015,1800.0
Nashik,Maharashtra,Wheat,2014,Rabi,1821.6,26.1,Red,54.5,140.2,1400,1800.0
Nagaon,Assam,Sugarcane,2015,Zaid,2057.1,25.0,Laterite,40.9,264.7,2100,40000.0
Warangal,Telangana,Wheat,2010,Rabi,896.0,29.4,Red,46.2,277.6,1100,1800.0
Karnal,Haryana,Wheat,2021,Rabi,455.1,26.4,Desert,85.2,93.2,1975,1800.0
Amritsar,Punjab,Rice,2018,Kharif,623.7,21.8,Alluvial,93.6,135.8,1750,1587.1
Thanjavur,Tamil Nadu,Sugarcane,2020,Zaid,708.1,31.4,Laterite,73.0,51.9,2850,40000.0
Patna,Bihar,Rice,2012,Kharif,1009.2,28.1,Alluvial,69.6,145.7,1250,2349.7
Gorakhpur,Uttar Pradesh,Rice,2019,Kharif,1119.2,26.9,Alluvial,50.4,114.6,1815,2667.6
Ludhiana,Punjab,Sugarcane,2016,Kharif,376.4,23.9,Alluvial,91.3,139.7,2300,40000.0
Cuttack,Odisha,Rice,2010,Kharif,1644.2,27.7,Laterite,57.6,50.2,1000,1556.0
Patna,Bihar,Wheat,2010,Rabi,695.8,26.6,Alluvial,67.9,133.9,1100,2108.8
Meerut,Uttar Pradesh,Sugarcane,2023,Zaid,879.6,27.9,Alluvial,73.0,282.5,3150,44047.2
Muzaffarpur,Bihar,Rice,2016,Kharif,958.6,26.2,Alluvial,45.2,281.6,1470,2450.2
Amritsar,Punjab,Sugarcane,2015,Kharif,401.8,26.4,Alluvial,92.6,77.4,2100,40000.0
Belgaum,Karnataka,Rice,2012,Kharif,1363.3,25.8,Red,49.3,51.2,1250,1734.7
Hooghly,West Bengal,Rice,2018,Kharif,1247.8,26.3,Laterite,40.5,183.3,1750,2065.0
Cuttack,Odisha,Wheat,2022,Rabi,1161.2,26.1,Alluvial,40.9,54.9,2015,1800.0
Thanjavur,Tamil Nadu,Wheat,2017,Rabi,911.8,29.3,Laterite,76.3,235.5,1625,1800.0
Mysore,Karnataka,Sugarcane,2015,Zaid,1180.4,29.0,Red,50.3,150.1,2100,43086.9
Lucknow,Uttar Pradesh,Sugarcane,2021,Zaid,947.6,24.8,Alluvial,72.2,135.4,2900,40000.0
Meerut,Uttar Pradesh,Wheat,2017,Rabi,998.9,26.1,Alluvial,73.0,285.2,1625,1800.0
Raipur,Chhattisgarh,Rice,2011,Kharif,1968.7,29.1,Laterite,35.0,295.7,1080,1500.0
Bardhaman,West Bengal,Sugarcane,2018,Zaid,1636.7,26.7,Laterite,40.3,185.5,2750,40000.0
Ahmedabad,Gujarat,Wheat,2013,Rabi,808.7,33.0,Alluvial,57.1,87.3,1350,1800.0
Thanjavur,Tamil Nadu,Rice,2022,Kharif,1147.6,27.4,Red,84.1,179.6,2040,2214.1
Indore,Madhya Pradesh,Sugarcane,2022,Kharif,1195.3,27.6,Black,58.4,101.6,3050,47462.6
Ludhiana,Punjab,Wheat,2013,Rabi,445.8,24.2,Alluvial,87.5,263.3,1350,2595.7
Pune,Maharashtra,Wheat,2017,Rabi,1164.9,25.4,Red,48.0,75.3,1625,1800.0
Raipur,Chhattisgarh,Wheat,2013,Rabi,1223.4,26.1,Laterite,42.8,268.4,1350,1800.0
Meerut,Uttar Pradesh,Wheat,2014,Rabi,860.0,23.9,Alluvial,73.2,225.1,1400,2213.3
Pune,Maharashtra,Sugarcane,2010,Kharif,1426.0,27.0,Red,43.2,196.1,1450,40894.7
Jaipur,Rajasthan,Rice,2011,Kharif,581.3,27.9,Desert,43.9,197.0,1080,1500.0
Indore,Madhya Pradesh,Rice,2012,Kharif,1254.7,25.1,Black,48.2,189.4,1250,2218.1
Jaipur,Rajasthan,Rice,2020,Kharif,267.3,26.4,Desert,41.2,102.6,1868,1500.0
Patiala,Punjab,Wheat,2017,Rabi,521.5,22.8,Alluvial,88.4,132.2,1625,2638.5
Patna,Bihar,Wheat,2017,Rabi,1338.3,25.3,Alluvial,46.9,216.0,1625,1800.0
Belgaum,Karnataka,Wheat,2016,Rabi,1342.1,24.1,Black,47.9,195.9,1525,1800.0
Jodhpur,Rajasthan,Wheat,2019,Rabi,348.8,30.6,Alluvial,25.7,97.2,1840,1800.0
Krishna,Andhra Pradesh,Wheat,2017,Rabi,819.1,28.0,Black,64.6,233.7,1625,1800.0
Belgaum,Karnataka,Wheat,2023,Rabi,1395.5,25.6,Laterite,49.7,116.3,2125,1800.0
Thanjavur,Tamil Nadu,Wheat,2014,Rabi,922.0,28.0,Laterite,80.1,246.7,1400,1800.0
Jabalpur,Madhya Pradesh,Sugarcane,2021,Kharif,816.3,23.3,Black,47.0,98.7,2900,40000.0
Belgaum,Karnataka,Sugarcane,2013,Zaid,889.7,28.1,Laterite,45.0,166.6,1800,40000.0
Raipur,Chhattisgarh,Rice,2020,Kharif,1142.7,27.9,Laterite,25.7,150.9,1868,1897.6
Bardhaman,West Bengal,Sugarcane,2021,Zaid,1763.8,26.3,Laterite,44.7,58.1,2900,40000.0
Bardhaman,West Bengal,Sugarcane,2012,Zaid,1517.2,27.9,Laterite,40.4,232.5,1700,42122.5
Warangal,Telangana,Wheat,2017,Rabi,997.7,27.9,Black,56.2,125.7,1625,1800.0
Krishna,Andhra Pradesh,Rice,2020,Kharif,433.4,29.7,Alluvial,64.8,102.5,1868,1508.9
Warangal,Telangana,Wheat,2021,Rabi,771.0,27.6,Black,43.6,224.4,1975,1800.0
Amritsar,Punjab,Sugarcane,2020,Zaid,494.0,22.4,Alluvial,95.9,102.3,2850,40000.0
Warangal,Telangana,Sugarcane,2016,Kharif,1006.9,29.0,Black,59.2,281.7,2300,49464.5
Pune,Maharashtra,Wheat,2021,Rabi,1198.2,25.7,Black,47.3,110.9,1975,1800.0
Ludhiana,Punjab,Rice,2011,Kharif,503.0,21.5,Alluvial,86.7,87.9,1080,1561.8
Gorakhpur,Uttar Pradesh,Sugarcane,2023,Kharif,953.6,24.4,Alluvial,43.0,296.5,3150,40000.0
Guntur,Andhra Pradesh,Rice,2016,Kharif,900.4,28.5,Alluvial,54.6,293.0,1470,2178.2
Warangal,Telangana,Sugarcane,2017,Kharif,1351.1,26.4,Black,42.4,186.0,2550,46268.4
Guntur,Andhra Pradesh,Sugarcane,2011,Kharif,1075.3,27.7,Red,47.2,166.0,1450,40000.0
Guntur,Andhra Pradesh,Sugarcane,2017,Zaid,1257.0,25.2,Alluvial,67.9,218.3,2550,45429.4
Guntur,Andhra Pradesh,Wheat,2012,Rabi,898.5,28.8,Black,56.6,275.8,1285,1800.0
Lucknow,Uttar Pradesh,Sugarcane,2020,Zaid,1139.6,28.5,Alluvial,66.3,258.9,2850,53067.4
Gorakhpur,Uttar Pradesh,Rice,2015,Kharif,1104.8,25.2,Alluvial,44.9,256.7,1410,2404.8
Raipur,Chhattisgarh,Rice,2020,Kharif,1018.3,23.2,Laterite,46.7,158.0,1868,1646.5
Amritsar,Punjab,Rice,2017,Kharif,420.8,26.6,Alluvial,93.7,225.5,1550,2056.9
Indore,Madhya Pradesh,Sugarcane,2017,Kharif,1478.0,26.3,Alluvial,49.1,176.0,2550,41537.3
Amritsar,Punjab,Sugarcane,2021,Kharif,596.8,18.4,Alluvial,93.7,117.4,2900,40000.0
Warangal,Telangana,Rice,2022,Kharif,490.5,28.9,Black,40.7,204.5,2040,1500.0
Ludhiana,Punjab,Rice,2023,Kharif,780.6,22.4,Alluvial,85.7,220.6,2183,2080.7
Krishna,Andhra Pradesh,Rice,2018,Kharif,1037.5,31.2,Alluvial,60.5,73.6,1750,1817.2
Ludhiana,Punjab,Wheat,2013,Rabi,584.7,25.8,Alluvial,81.9,218.0,1350,2476.5
Jabalpur,Madhya Pradesh,Sugarcane,2015,Kharif,1066.0,27.1,Black,50.0,93.8,2100,40000.0
Raipur,Chhattisgarh,Sugarcane,2016,Zaid,757.8,23.5,Red,36.5,286.3,2300,40000.0
Karnal,Haryana,Rice,2017,Kharif,511.9,27.5,Alluvial,86.8,195.5,1550,2089.3
Gorakhpur,Uttar Pradesh,Sugarcane,2010,Zaid,941.0,27.5,Alluvial,44.8,201.6,1450,40538.8
Jodhpur,Rajasthan,Rice,2016,Kharif,509.7,29.6,Alluvial,16.3,76.6,1470,1500.0
Bardhaman,West Bengal,Rice,2012,Kharif,1522.8,25.1,Laterite,52.7,298.0,1250,1649.0
Jabalpur,Madhya Pradesh,Wheat,2015,Rabi,1002.3,24.7,Black,40.8,85.1,1450,1800.0
Pune,Maharashtra,Wheat,2020,Rabi,967.5,23.2,Red,41.0,187.2,1925,1800.0
Coimbatore,Tamil Nadu,Rice,2012,Kharif,869.8,29.0,Alluvial,62.8,285.2,1250,2103.4
Hooghly,West Bengal,Sugarcane,2010,Kharif,1499.4,25.5,Laterite,54.4,233.8,1450,40000.0
Lucknow,Uttar Pradesh,Wheat,2021,Rabi,761.4,25.9,Alluvial,61.6,159.0,1975,1823.8
Coimbatore,Tamil Nadu,Rice,2023,Kharif,1476.5,29.8,Laterite,56.3,172.7,2183,1510.9
Lucknow,Uttar Pradesh,Sugarcane,2013,Kharif,995.6,25.7,Alluvial,76.9,227.0,1800,42062.5
Gorakhpur,Uttar Pradesh,Sugarcane,2013,Kharif,819.9,25.3,Alluvial,65.0,205.6,1800,40000.0
Raipur,Chhattisgarh,Wheat,2021,Rabi,790.2,25.7,Laterite,40.0,65.6,1975,1800.0
Raipur,Chhattisgarh,Wheat,2013,Rabi,942.6,25.5,Laterite,47.1,287.0,1350,1800.0
Coimbatore,Tamil Nadu,Rice,2021,Kharif,606.4,28.1,Red,69.2,214.5,1940,1790.4
Lucknow,Uttar Pradesh,Wheat,2020,Rabi,1310.6,27.3,Alluvial,73.8,205.5,1925,1800.0
Hooghly,West Bengal,Rice,2017,Kharif,1455.8,31.3,Alluvial,45.1,292.6,1550,1810.2
